genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
g__Aeromicrobium	0	0.001482809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000745685	0	0.001023712	0	0	0	0.000151678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_o__Gaiellales	0.004072036	0.001225377	0.003354499	0.005363051	0.003098138	0.00316325	0.000718646	0.003605066	0.002049122	0.001610002	0.000584375	0.006512796	0.001414703	0.001190626	0.001975476	0.008493213	0.001369126	0.000565223	0.002648299	0.004943991	0.005776447	0.008807273	0.002263499	0.004282736	0.005913206	0.004836689	0.002194768	0.001537788	0.007291679	0.007663957	0.007563125	0.006341683	0.009943127	0.00834544	0.008227649	0.00425585	0.001621051	0.002895437	0.002759742	0.00555349	0.007874016	0.012245002	0.001636103	0.002313622	0.000880958	0.002077826	0.004183295	0.002399731	0.003712728	0.002110542	0.006840961	0.003510914	0.003992512	0.002545475
g__norank_f__67-14	0.000187416	0.001235674	0	0.000382222	0	0.000519339	0	0.001117437	0.000692462	0.000352188	0	0.002096201	0.000272557	0.000400691	0.000175338	0.004638407	0.003398367	0.000161492	0.000333819	0.000270766	0	0.000142053	0	0	0.000214338	0	0	8.2804E-05	0.000411139	0	0.00053597	0	0	0	0.000314432	0.000145677	0.001168665	0.001802819	0.00054553	0.000599729	0.000100691	0.001663999	0.000463563	0.000343607	4.51773E-05	0.000184422	0.001260239	0.000533273	0.001063542	0.000856912	0.002333351	0.000929768	0.002588552	0.000316464
g__Bacteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000100146	0.004984105	0.000130207	0	0.000408363	7.58006E-05	0	0.00018558	0	0	7.2554E-05	0	0.000369223	0.000516337	0.000490063	0.000564972	0	0	0	5.46309E-05	0	4.79783E-05	0.000584006	0	0	0	0	0	3.50067E-05	0	0	0	0	0	0	0
g__Dinghuibacter	0.00178897	0.006116586	0	0.001660276	0.007751938	0.003517345	0.000248421	0.017745969	0.004932026	0.009924154	0.000876562	0.004181192	0.008851625	0.001110488	0.001145542	0.002868987	0.011698694	0	0.002069679	0.001554399	0.002805365	0.00192417	0.002800205	0.001402312	0.002080339	0.002319755	0.002854228	0.002945456	0.002817515	0.002408292	0.001595998	0.001522533	0.0017926	0.001937046	0.002633372	0.001061361	0.01303124	0.000855884	0.001123151	0.001019539	0.001006907	0.000800244	0.001145272	0.001683675	0.00135532	0.00394664	0.00031506	0.000870078	0.002939243	0.002300966	0.000707076	0.000610594	0.000482611	0.001719915
g__Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.90185E-05	0	0.000319598	0	7.00051E-05	0	0	0	0	0.000118291	0	0.000119749	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43607E-05	0	0	8.75166E-05	0	0	0.000111081	0	0	0	0
g__norank_f__Chitinophagaceae	0	0.004520507	0	0.001385554	0.004930654	0.001510806	0.000283909	0.010017028	0.004069981	0.006691571	0.000820372	0.000235402	0.000220642	0	0.000338987	0	0.009534986	0.000161492	0.000545238	0.001544371	0.001207372	0.001446356	0.001353433	0.000707473	0.002055123	0.0009511	0.001761997	0.001561446	0.003119823	0.002062349	0.001333969	0.002316899	0.00165074	0.001355932	0.002463054	0.000582708	0.007376411	0.000109262	0.001657985	0.00141536	0.001470085	0.000673221	0.001049833	0.002107457	0.001377908	0.006221184	0.00036757	0.000603441	0.000560777	0.000460193	0.000176769	0.001013031	0.000263243	0.001183302
g__Sediminibacterium	0	0.001657862	0	0.000955555	0.009927227	0.001050482	0.00032827	0.007715639	0.00391453	0.004314303	0.000280949	0	0	0.00082428	0.000981893	0	0.001980343	0	0.015600485	0.004352317	0.016855861	0.012397335	0.021841602	0.008072769	0.006001463	0.009998144	0.028253769	0.018855649	0.009879439	0.008169565	0.002298714	0.001972674	0.002888794	0.007812752	0.003118122	0.005015452	0.000703712	0.000145682	0.00025672	0.000623718	6.04144E-05	0.000495389	0.000231781	0.000813204	0.000824486	0.002987644	5.251E-05	0.000350838	0.000425417	0.000158687	0.0002298	0.000124894	4.38738E-05	0
g__Candidatus_Aquirestis	0	0.000298621	0	0.000656944	0.000764647	0.000436717	0.00032827	0.001450008	0.001328397	0.000943361	0.000101142	0.004921028	0.002258332	0.001453938	0.000900069	0.003829529	0.001515818	0.000121119	0.00041171	0.000852412	0.000651034	0.000426158	0.000431698	0.00040427	0.002307285	0.002772107	0.000401859	0.00041402	0.00590106	0.002328459	0.000524059	0.000714929	0.000631924	0.002615012	0.000458547	0.001009334	0.001570786	0.00373311	0.000866431	0.001211452	0.000664559	0.002261007	0.000286318	0.001065182	0.000700248	0.004044999	0.002310439	0.001010413	0.021870287	0.001935986	0.007035407	0.001970553	0.005601217	0.001265858
g__Algoriphagus	0.000442983	0.002481645	0	0.000812222	0.010507304	0.002218996	0	0.006811047	0.003660157	0.003748286	0.000752944	0	0.000454262	0.000572416	0.000549393	0.000151665	0.006148844	0	0.013808989	0.002075875	0.009611629	0.006301978	0.027722033	0.00514181	0.003000731	0.008641088	0.012735834	0.015330565	0.00201942	0.004031561	0.00191758	0.001244506	0.002127907	0.005794996	0.00368148	0.005057074	0.002337329	0	0.00041717	0.000347843	0.000584006	6.35114E-05	0.00016361	0.000836111	0.000666365	0.002077826	0	0.000435039	0	0	0	0.000249788	0	0.00039902
g__Lacihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267055	0	0.003195985	0.002259931	0.003418584	0.00190765	0	0.003096873	0.003214871	0.00398642	0	0.000598747	0	0	0	0	0	0.000374598	0	0	0	0	0	0	0	0	0	4.91793E-05	0	7.01676E-05	0	0	0	0	0	0
g__Pseudarcicella	0.000119265	0.000545756	0	0.000238889	0.004231925	0.000472127	0	0.001556431	0.002232837	0.001471643	3.37139E-05	0	0.000532136	0.000446485	0.000549393	0	0	0	0.010748979	0.000210596	0.005740936	0.004003306	0.01690624	0.002135051	0.000390852	0.004906282	0.014549351	0.027053243	0.000423232	0.000691885	0.000321582	0	0.000399788	0.001049233	0.000314432	0.000946901	5.02651E-05	0	8.55734E-05	0	0	0	0	0.000171804	0.000508245	0.000319666	0	0	0	0	0	0	0	0
g__Fluviicola	0.000340756	0.001318052	0	0.000334444	0.002504878	0.00093245	8.87217E-05	0.012078966	0.000876176	0.002037659	7.86658E-05	0.000156935	0.000298515	0.00048083	0.002256017	0	0.00622219	0	0.009369193	0.000631788	0.004462542	0.00308642	0.009929061	0.003006759	0.001815568	0.004059571	0.012911004	0.0092149	0.001838035	0.00179624	0.00054788	0.000423661	0.001367019	0.003292978	0.001624568	0.002570159	0.00175928	0	0	0.000143935	0.000362487	0.000101618	0.000190879	5.72679E-05	0.000304947	0.000725395	0	0.000224536	0.000773485	0.000174556	7.07076E-05	8.32628E-05	4.38738E-05	0.000756763
g__norank_f__Cryomorphaceae	0	0.002059457	0	0	0.001713864	0.000354095	0	0.004243601	0	0	0	0.000168144	0.000661925	0	0	0	0.005513178	0	0.001224004	0.000381078	0.000733893	0.000891058	0.002531852	0.001035942	0.000605189	0.001113482	0.001895949	0.001277547	0.000616709	0.000439081	0.000202477	0	0.00032241	0	0.000982601	0.000228921	0.000364422	0	9.62701E-05	0.000191913	0.000120829	0	4.09026E-05	6.87214E-05	0.000169415	0.000651626	0	0.000154369	0.000193371	7.93437E-05	3.53538E-05	0	0	0.000165112
g__Flavobacterium	0.000374832	0.001390133	0	0	0.007817856	0.000637371	9.75939E-05	0.009724365	0.003801475	0.002603675	0	0.000403547	0.003841761	0.000767038	0.010134543	0.000151665	0.002395971	0	0.017614528	0.000722043	0.007516483	0.006379462	0.01723293	0.003499463	0.001210379	0.00672729	0.036898886	0.039947005	0.003083546	0.001290632	0.002870414	0.005388445	0.018171032	0.003502825	0.001441149	0.00175853	0.00141999	0.000564519	0.002085852	0.002530856	0.002779064	0.001575083	0.00016361	0.002130365	0.151242376	0.003430258	0	0	0.002088409	0.001523398	0.000477276	0.000208157	0.000292492	0.000564132
g__norank_f__NS9_marine_group	8.5189E-05	7.2081E-05	0	0	0	0.000247867	0	0.001476614	0	0.000213828	0.000101142	0	0.002180459	0.000160277	0.000257163	0	0.001650286	0	0.004740233	0.000150426	0.001538808	0.001188078	0.002275167	0.000328469	0.000441284	0.001148279	0.000340034	0.000567799	0.000386955	0.001051133	0	0	0	0.000322841	0	0.000395409	0.002186534	0	2.13933E-05	3.59837E-05	0.000120829	0	0.000190879	0.000148896	0	0.000258191	0.000245047	0.000224536	0	0	0	9.71399E-05	0.000131621	2.75186E-05
g__Chryseobacterium	0.00054521	0.000154459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195589	0	0.000144655	0.001073037	0.001586155	0.003435095	0	0.000138968	0.002193812	0.000556741	0.000824326	0	0.002648222	0.004603696	0.000381134	0.026121379	0.007957081	0.004196933	0.003760088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17375E-05	0	0	0	0
g__norank_f__env.OPS_17	0.000238529	0.000308918	0	0	0.001081053	0.000118032	0	0.000984409	0.000381561	0.000402501	0	0	0.000220642	0	0	0	0.001442472	0	0.003315938	0.000421192	0	9.03972E-05	0.000840062	0	0.000731271	0.000881507	0.000123649	0.000106462	0.000133016	0.000345942	0	0.000264788	0.000361099	0.000242131	0.000903993	0	0.002060871	0.000364206	0.000117663	2.39892E-05	0.000140967	0.000139725	0.000518099	0	0.000135532	0.000221307	0	0.000350838	0.000812159	0.000634749	7.07076E-05	0.000360805	0.000131621	0.000151353
g__norank_f__NS11-12_marine_group	0.00015334	0.005004479	0	0	0.003810051	0.001262939	0	0.009112435	0.001229473	0.002553363	0	0.000336289	0.081248053	0.012902266	0.005225076	0.000227497	0.018678793	0	0.001301895	0.002858088	0.003148637	0.003512578	0.007257199	0.002564588	0.003820259	0.004001577	0.008562685	0.006293102	0.004873212	0.00220871	0.002036684	0.000370704	0.001831289	0.005391445	0.005070223	0.002257994	0.002990776	5.46309E-05	0.00022463	0	8.05526E-05	0.000127023	0.000368123	0.000194711	0.000271064	0.001327842	0.000140027	0.000406972	0.001450284	4.76062E-05	0.000141415	0.00029142	0	0.000935634
g__norank_f__Sphingobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000511856	0	0.001077165	0.000955628	0.000560041	0.000227402	0.000289987	0.000498747	0.00060794	0.000437678	0.000386955	0.000133055	0	0	0	0	0	0.000249732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Pedobacter	0	0.000463378	0	0	0	0.000306882	0	0.000319268	0	0	0	0	0	0	0	0	0.000537871	0	0.001090476	0.000701987	0	0.000206622	0.000256685	0.000214768	0.000806919	0.000243574	0.000340034	0.000212925	0.000991572	0.000585441	0.000988566	0.0013769	0.001173573	0.000823245	0.001572162	0.000665952	0.000389555	0	0	0	0	0	0	0	0	0.000209012	0	0	0	0	0	0.00019428	0	8.25559E-05
g__Solitalea	0	0.000216243	0	0	0.00018457	9.44254E-05	0	0.001795881	0	0.000150938	0	0	0	0	7.01352E-05	0	0	0	0.000589747	0	0.001207372	0.001071853	0.001575116	0.000530605	0	0.00075392	0.002174159	0.001159256	0.000229754	0.000345942	0	0	0.000167653	0.000451977	0	0.000332976	0	0	0	0	0	0	0	0	6.7766E-05	9.83586E-05	0	4.21005E-05	0	0	0	0	0	0
g__norank_o__Kapabacteriales	0.002589747	0.010791552	0.001362765	0.007417494	0.029109318	0.003198659	0.000248421	0.027044644	0.036841808	0.033080513	0.002157691	0.000381127	0.000389368	0.000709796	0.000677974	0.000644574	0.016466187	0	0.003271428	0.020467924	0.010925534	0.008794359	0.005483735	0.005394479	0.02995688	0.008374316	0.004121629	0.00427032	0.031681923	0.023683755	0.014340162	0.021315469	0.016391328	0.015528652	0.022219893	0.010124554	0.054889542	0.000965146	0.008086686	0.002782742	0.002698512	0.001562381	0.015215761	0.006116208	0.001965213	0.011704678	0.001085206	0.004939796	0	0.00125363	0.000353538	0.009797255	0.000906724	0.005545007
g__Bdellovibrio	0	0.003758508	0	0	0	0	0	0	0	0	0	0.002779989	0.016457273	0.001350903	0.001613111	0.000796239	0.003263899	0.000131212	4.45092E-05	0	0	0	0.000175013	0	0	0	0.00032973	0.000366703	0	0	0	0.000529577	0	0	0	0	0	0.000145682	2.13933E-05	0	0	0	0.000327221	0	0	3.68845E-05	0	5.6134E-05	0.001256913	0.000555406	3.53538E-05	0	5.84983E-05	0
g__OM27_clade	0.000136302	0.000267729	0	0.000621111	0.0028081	0.000578355	0	0.004868834	0	0.002138284	0	0.015917676	0	0	0	0.015166452	0.000990172	0	0.001012585	0.00031088	0.001432275	0.001962911	0.00113175	0.003006759	0.000529541	0.002447342	0.00055642	0.00110011	0.001463173	0.00400495	0	0	0.000786681	0.009023406	0.001074311	0.001331904	0.000640881	0.000455257	0	0	0	0	6.8171E-05	0	0	0	0.000665126	0.000210503	0	0.000904518	0	0.000111017	0.00035099	0.00020639
g__Arcobacter	0	0	0	0	0	0	0	0	0.000409824	0.000452813	0	0	0	0	0	0	0	0	0.000244801	0.002677578	0.001538808	0.001304303	0.001423438	0.000315836	0.0004665	0.001067087	0.00055642	0.000449507	0.000604617	0.000691885	0.000440686	0	0.001186469	0.000387409	0.000419243	0.000218516	0	0	0	0	0	0	0	0	0	0.000122948	0	0	0	0	0	0	0	4.1278E-05
g__Pseudarcobacter	0	0	0	0	0.000210937	0	0	0.000412388	0	0	2.2476E-05	0	0	0	0	0	0	0	0.000300437	0.000641816	0.001550645	0.000826489	0.001738461	0.00040427	0.000226946	0.000962698	0.001597131	0.001159256	0.000495786	0.000798329	0.000595522	0.001204787	0.000993023	0.001404358	0.000432345	0.000738791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Sulfurospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111273	0	0.000201229	0	0.000268353	0	0	0	0	0	0	0	0.000333492	0.000264788	0.000747991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__norank_f__Anaerolineaceae	0.000323718	0.000175054	0	0	0.001450192	0.000129835	0	0	0	0.000327032	0	0	0.000272557	0.00054952	0.000397433	0	0	0	0.000912439	0.006468305	0.006747079	0.004442378	0.018994726	0.004308003	0.008548302	0.005764591	0.002854228	0.008848197	0.003168192	0.010524635	0.006717485	0.003640841	0.005171458	0.014640839	0.01007494	0.002153939	0.000892206	0	0.000941307	0.000743664	0.005678958	0	0.000109074	0.000274886	0.000530834	0.000405729	0.000560106	0.000154369	0.000367405	0.007093324	0	0	0.000204744	0.000123834
g__norank_f__Roseiflexaceae	0.001039306	0.001132701	0	0.0005375	0.001542477	0.001428184	0.000443608	0.002806896	0.001215342	0.001471643	0	0.010133507	0.020182224	0.004682366	0.001461151	0.007696974	0.001552491	0.000534943	0.000968076	0	0.000378783	0.000374503	0.000641714	0	0	0.000417556	0.000463683	0.000484995	0	0	0	0.000291267	0.000167653	0	0	0	0.000628314	0.001329351	0.00060971	0.000731669	0.000261796	0.002006961	0.000313586	0.000629947	0	0.001573738	0.002240426	0.001192849	0.013284604	0.00890236	0.005285394	0.001526485	0.0052941	0.001403451
g__norank_f__JG30-KF-CM45	0.000221491	0.001462214	0.000763747	0.000477777	0	0.000767206	0	0.000412388	0.000706594	0.000176094	0.000427043	0.002600634	0.001414703	0.002301114	0.0020573	0.006812265	0.001906997	0.000645969	0.000500729	0.001464144	0.000887774	0.001097681	0.000326691	0.000707473	0.001588622	0.000139185	0	0.000189266	0.002503114	0.001450297	0.004061458	0.004686755	0.004836151	0.00125908	0.003668379	0.000395409	0.003015909	0.014695706	0.002898799	0.00170323	0.002416578	0.005779539	0.002358716	0.000767389	0.000192004	0.000479498	0.009434293	0.001978725	0.01465754	0.008124792	0.014848597	0.003830088	0.020927784	0.001981342
g__norank_c__JG30-KF-CM66	5.11134E-05	0.004314561	0	0.000728611	0.002096187	0.000613765	0	0.001210557	0.002289364	0.003056488	0.000707992	0	0	0.000469381	0.000935137	0	0.002188157	0	0.000367201	0.004994133	0.001988613	0.000400331	0	0	0.003908516	0	0	0.000212925	0.003144008	0.002381681	0.012505955	0.01419266	0.016829806	0.002033898	0.014660413	0	0.000364422	0.000509888	0.002107245	0.000323854	0.000181243	0	0.000831686	0.000229071	0.000101649	0.000344255	0.000560106	0.000322771	0.000773485	0.000952124	0.000830814	0.000818751	0.001067595	0.000275186
g__norank_c__SL56_marine_group	0.000170378	0.001709349	0	0	0.001028318	0.00022426	9.75939E-05	0	0.000664198	0.000691798	0	0	0.00180407	0.000870073	0.00501467	0.000543465	0.001259107	0	0.001057094	0.000381078	0.000580012	0.000555297	0.000571709	0.000884341	0.0004665	0.001090285	0	0.000295728	0	0.001051133	0.000440686	0.000648732	0.00064482	0.002405165	0.000733676	0.00050987	0.002186534	0.001110828	0.000278114	0.000299864	0.001107598	0.001511572	0.001090736	0.000377968	0.000135532	0.000135243	0.007071344	0.00159982	0.002881231	0.000603012	0.009068251	0.001151802	0.000862851	0.00121082
g__Deinococcus	0.144906548	0.030119551	0.021100395	0.007309994	0.003572747	0.002490469	0.009315778	0.005467461	0.002529606	0.002087972	0.001921694	0.005582396	0.071851313	0.005163196	0.022548481	0.002477187	0.050449856	0.09592636	0.000979203	0.000361022	0.000840426	0.00262152	0.000291688	0.000290569	0.000327811	0.000510346	0.002380241	0.000378532	0.000556248	0.00055883	0.000119104	0.002383096	0.00082537	0.00196933	0.000458547	0	0	0.000455257	0.000310204	0.000263881	0.002336025	0.000254046	4.09026E-05	9.16286E-05	0.002247572	0.000110653	0	0	0.000773485	0.000983861	0	0	0	0.00020639
g__norank_f__UBA12409	0	0.00011327	0	0	0	0	0	0	0	0	0	0	0.000713841	0.001270764	0.000561082	0	0.000831255	0	0.0001224	0	0	0	0	0	0	0	0.000123649	0	0	0	0.00026203	0.000330986	0.000257928	0.000242131	0.000615764	0	0	0.000273154	0	0	0	0.000114321	0	0	0	0	0.000192537	2.8067E-05	0	0	0.001414152	0	0.000497236	0
g__UCG-004	0	0.000380999	0	0	0	0	0	0.000199542	0	0.000113203	0	0	0	0	0	0	0.000207814	0	0.000344947	0	0	5.16556E-05	0.000116675	0	0	0	8.24326E-05	9.46331E-05	0	0	0	0	6.4482E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.3769E-05	0	0	0	0	0	0	0	0
g__Exiguobacterium	0.034365257	0.022025887	0.164774769	0.113089906	0.000791014	0.013715284	0.412458301	0.008141329	0.010726096	0.003006176	0.07115886	0.008530529	0.012745302	0.001579869	0.004991292	0.037789742	0.011820938	0.476210182	0.002514772	0	0.020229401	0.054251253	0.000956737	0.001326511	0	0.004279948	0.048202454	0.001798029	0.001160864	0	0.000238209	0.004819149	0.002682452	0.017175141	0.003170527	0.000613925	8.7964E-05	0	0.00012836	0.000347843	0	0	0	0	4.51773E-05	4.91793E-05	0	0	0	0	0	0	0	0
g__Clostridium_sensu_stricto_1	0	0	0	0	0	9.44254E-05	0	0	0	0	0	0.000269031	0	0	0	7.58323E-05	0	0	0.000144655	0	0.000295925	0	0.000128343	0	0.000453892	0	0.000113345	0.000165608	0.000532063	0.000439081	0	0.000569295	0	0	0.000510953	0	0	5.46309E-05	0.00019254	0	0.001127736	0.000215939	0	0	0	0.000209012	0	0	0.000580114	0.000555406	5.30307E-05	4.16314E-05	4.38738E-05	5.50373E-05
g__Gemmatimonas	0.000102227	0.000875269	0	0	0.000751463	0.000342292	0	0.001450008	0.001045759	0.001949612	0	0	0.000934482	6.869E-05	0	0	0.00073346	0	0.001435423	0.00031088	0.000781241	0.000568211	0.001026742	0.000277936	0.000378243	0.00056834	0.000710981	0	0.000677171	0.000332637	0	0	0.000232135	0.000484262	0	0.000322571	0.000263892	0	0.000106967	0	0	0.000101618	0.000177245	0	0	0.000196717	7.00133E-05	7.01676E-05	0	4.76062E-05	0	0.000263666	4.38738E-05	0.000110075
g__norank_f__Gemmatimonadaceae	0	0.003037698	0	0.000513611	0.004930654	0.00122753	3.54887E-05	0.006611504	0.001780617	0.003660239	0.000359615	0	0	0.000125932	0	0	0.00473082	0	0.002492517	0.00241684	0.001420438	0.000619867	0.003045223	0.001654981	0.003101596	0.002122576	0.002627539	0.002247537	0.00351887	0.001756323	0.002179609	0.001297463	0.002218181	0.002340597	0.005253642	0.000707574	0.00297821	0.000200313	0.000470654	0.000143935	0.000483316	5.08091E-05	0.002822278	0.000492504	0.000304947	0.001487674	5.251E-05	0.000884111	0	0.000222162	0	0.000444068	0.000453362	0.000687966
g__norank_p__Margulisbacteria	0	0.000483972	0	0	0	0	0	0.000279359	0	0	0	0	0.000155747	0.00013738	0	0	0	0	0.000278183	0.001604541	0	0	0	0.000669572	0.001475149	0.000104389	0.000123649	0	0.001052033	0.000997911	0.00138161	0.000675211	0.001676532	0.00243745	0.004218635	0.000447437	0.000150795	0	0	0	0	0	6.8171E-05	0	0	0	0	0.000392938	0.00013536	0	0.000176769	0	0	0.000123834
g__Pajaroellobacter	0.000272605	0.000185351	0	0	0	0	0.000186316	0.000625233	0	0	0	0.001143382	0.000324473	0.000228967	0.00015196	0.001086929	0.000256711	0.000242238	0.000100146	0.000130369	0	0.000335761	0	0.000202135	0.000378243	0.000197179	0.000154561	0	0.000423232	0	0.000583611	0.000556056	0.000373996	0	0	0.000187299	0	0.000764832	0.000106967	0.00013194	0.001389532	0.000508091	0	0	0	0.000172128	0.000122523	7.01676E-05	0.000464091	0.000587143	0.000547984	0	0.000321741	6.87966E-05
g__Nitrospira	5.11134E-05	0.002708185	0	0.000250833	0.001371091	0.000601962	2.66165E-05	0.002514234	0.001257737	0.001484221	0.000382091	0.001502091	0.000571073	0.000377795	0.00044419	0.000404439	0.00287272	0	0.000400583	0.019053923	0.001988613	0.001523839	0.002298502	0.00121281	0.039639912	0.001531038	0.001968078	0.002223878	0.076701694	0.007291403	0.011600762	0.009916327	0.013167228	0.013381759	0.023503826	0.001155011	8.7964E-05	0.000710201	0.00041717	9.59566E-05	0.000302072	0.000101618	0.001581567	0.000217618	2.25887E-05	0.000430319	0.000910173	0.000350838	0.000599451	0.003126141	0.000194446	0.000610594	0.000511861	0.000509095
g__norank_o__Saccharimonadales	0.002027499	0.001688754	0	0.000215	0	0.000365898	0	0.00079817	0	0	0.000618089	0.000369918	0	0	0.000175338	0.000164303	0.001479145	0	5.56365E-05	0.00031088	0.001669014	0.001368872	0.000280021	0.000429537	0.002269461	0.000730723	0.000257602	0.000212925	0.000604617	0.00153013	0.001048118	0.002409575	0.001405708	0.003050847	0.001283933	0.000374598	0.001068134	0.002203445	0.00038508	0.000479783	0.000342349	0.001155908	0.000599905	0.000286339	5.64717E-05	2.45897E-05	0.001487783	0.00079991	0.002745872	0.002396179	0.004595994	0.000638348	0.002530054	0.000467817
g__Roseomonas	0	0.003078887	0	0.008098327	0.007066392	0.010729082	0.001304209	0.015191827	0.007829061	0.009760638	0.003101681	0.001558139	0.000986398	0.000228967	0.000561082	0.002287606	0.002897169	0	0.00219208	0.000391107	0.000591849	0	0	0.000543238	0.000163905	0	0.000484291	0	0.000870648	0.002235321	0.00055979	0.000847323	0.000619027	0.000823245	0	0.000572303	0.005868456	0.000710201	0.003176912	0.002842715	0.001288841	0.001968854	0.002058763	0.003676597	0.000745426	0.00361468	0.000647623	0.002736535	0.001895038	0.001745561	0.000760107	0.00348316	0.000526485	0.002696827
g__Caulobacter	0	0.005416371	0	0	0	0.000424914	0	0.000345873	0.001399056	0	0.000303425	0.000784674	0.000350431	0.000538071	0.000900069	0.000846794	0.013581243	0	0.000656511	0	0.000722056	0	0	0.000164235	0	0.000255173	0	0.000177437	0	0	0	0.000132394	0.000412685	0	0	0.00020811	0	0.004588994	0.000470654	0.000527761	0.000281934	0.001791022	0.000654441	0.000423782	0.000903546	0.000467204	0.002275432	0.001669988	0.009939281	0.004839964	0.008679359	0.000790997	0.010090965	0.000921875
g__norank_f__Caulobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000171141	0	7.78912E-05	0	0	6.45695E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564519	0	0.000251886	0.003604728	0.000774839	0	4.58143E-05	0	0.000307371	0.00031506	0	0	0.000936255	8.83845E-05	9.71399E-05	0.00035099	5.50373E-05
g__Phenylobacterium	0	0.013510035	0	0.000561388	0	0.001203923	0.002759245	0.000824775	0	0	0.000899038	0.000773465	0.001116187	0	0.000923447	0.000720406	0.007909149	0	0.001413168	0	0	0.000245364	0	0.000252669	0	0.001067087	0	0	0	0	0	0	0	0	0	0	0	0.000382416	0.000331597	0	0	0	0	0	0	0.000368845	0.000402576	0.000729743	0.003693391	0.002681816	0.002916689	0.000763242	0.001725701	0.000591651
g__norank_o__Elsterales	0	0	0	0.000286666	0.002280757	0.00048393	0	9.31198E-05	0	0.000842735	0	0	0	0.000148828	0	0	6.11217E-05	0	0.000522983	0.001614569	0.000106533	7.74833E-05	0.00014001	0.000391637	0.002130771	0.00018558	0.000267906	0.000248412	0.002648222	0.000851551	0.001167222	0.005891543	0.00813763	0.001436642	0.002698879	0.000426626	0	0.000182103	0.000117663	0	8.05526E-05	0.000139725	0.000299952	5.72679E-05	0	0.00035655	0.00031506	0.000140335	0	0.000142819	0.000141415	0.000346928	0.001140718	0.000110075
g__Taonella	0	0.000483972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000139026	0	0	0.000155782	0.001022895	0	0	0	0	0.000832136	0	6.18244E-05	0	0.00108831	0	0.000595522	0	0.001315433	0	0.001388743	0.000197705	0	0	0	0	0	0	2.72684E-05	0	0	0	0	0	0	0	7.07076E-05	0	0.000146246	0
g__norank_f__Micropepsaceae	0	0.000154459	0	0	0	0	0	0.00061193	0	0.000364766	0	0	0	9.15866E-05	0	0	0	0	0.000534111	0.002095931	0	0	0	0	0.000706054	0	0	0	0.000640894	0.000292721	0.000595522	0	0	0.003099274	0.000956399	0.000156083	0	0.000127472	0	0	0	0.000101618	0	0	0	6.14742E-05	0	0	0	3.17375E-05	0	5.55085E-05	0	0
g__norank_c__Alphaproteobacteria	0.000102227	0.004427831	0	0.001493054	0.002518061	0.000991466	0.000168571	0.00226148	0	0.003509302	0.00094399	0.000851932	0.000856609	0.00417864	0.001554665	0.002186497	0.00509755	0	0.000612002	0.00538524	0.00137309	0.00076192	0.001831801	0.001882383	0.006291449	0.000927902	0.001535307	0.001301205	0.007581895	0.00164988	0.007301096	0.003111264	0.001431501	0	0.010664501	0.000572303	0.000603182	0.000728412	0.001058971	0.000323854	0.000624283	0.000330259	0.002031495	0.000607039	0	0.000946702	0.002643002	0.002554099	0.000812159	0.000936255	0.005904085	0.001470976	0.004562871	0.000866837
g__norank_f__Reyranellaceae	8.5189E-05	0.000617837	0	0	0	0.000365898	0	0	0	0.000452813	0	0.00029145	0	0.000183173	0	0	0.000574544	0	5.56365E-05	0	0.000378783	0.000206622	0	0.00044217	0	0	0.000257602	0	0	0	0	0	0	0	0	0	0	0	4.27867E-05	0	6.04144E-05	0	4.09026E-05	0	0	0	0	0	0.00027072	0.001364711	0	0	0.000116997	2.75186E-05
